,Name,Description,Genre,Rating,Trailer,Age,Casts
10,Fight Club,"Fight Club is a movie starring Brad Pitt, Edward Norton, and Meat Loaf. An insomniac office worker and a devil-may-care soapmaker form an underground fight club that evolves into something much, much more.",Drama,8.8,https://www.imdb.com/video/imdb/vi781228825,R,"Edward Norton,Brad Pitt,Meat Loaf,Zach Grenier,Richmond Arquette,David Andrews,George Maguire,Eugenie Bondurant,Helena Bonham Carter,Christina Cabot,Sydney 'Big Dawg' Colston,Rachel Singer,Christie Cronenweth,Tim DeZarn,Ezra Buzzington"
11,Forrest Gump,"Forrest Gump is a movie starring Tom Hanks, Robin Wright, and Gary Sinise. The presidencies of Kennedy and Johnson, the events of Vietnam, Watergate and other historical events unfold through the perspective of an Alabama man with...","Drama,Romance",8.8,https://www.imdb.com/video/imdb/vi3567517977,PG-13,"Tom Hanks,Rebecca Williams,Sally Field,Michael Conner Humphreys,Harold G. Herthum,George Kelly,Bob Penny,John Randall,Sam Anderson,Margo Moorer,Ione M. Telech,Christine Seabrook,John Worsham,Peter Dobson,Siobhan Fallon Hogan"
12,Kẻ Đánh Cắp Giấc Mơ,"Inception is a movie starring Leonardo DiCaprio, Joseph Gordon-Levitt, and Elliot Page. A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of...","Action,Adventure,Sci-Fi,Thriller",8.7,https://www.imdb.com/video/imdb/vi2959588889,PG-13,"Leonardo DiCaprio,Joseph Gordon-Levitt,Elliot Page,Tom Hardy,Ken Watanabe,Dileep Rao,Cillian Murphy,Tom Berenger,Marion Cotillard,Pete Postlethwaite,Michael Caine,Lukas Haas,Tai-Li Lee,Claire Geare,Magnus Nolan"
13,Chúa Tể Những Chiếc Nhẫn: Hai Tòa Tháp,"The Lord of the Rings: The Two Towers is a movie starring Elijah Wood, Ian McKellen, and Viggo Mortensen. While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against...","Action,Adventure,Drama,Fantasy",8.7,https://www.imdb.com/video/imdb/vi2073101337,PG-13,"Bruce Allpress,Sean Astin,John Bach,Sala Baker,Cate Blanchett,Orlando Bloom,Billy Boyd,Jed Brophy,Sam Comery,Brad Dourif,Calum Gittins,Bernard Hill,Bruce Hopkins,Paris Howe Strewe,Christopher Lee"
14,Star Wars: Episode V - The Empire Strikes Back,"Star Wars: Episode V - The Empire Strikes Back is a movie starring Mark Hamill, Harrison Ford, and Carrie Fisher. After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training...","Action,Adventure,Fantasy,Sci-Fi",8.7,https://www.imdb.com/video/imdb/vi221753881,PG,"Mark Hamill,Harrison Ford,Carrie Fisher,Billy Dee Williams,Anthony Daniels,David Prowse,Peter Mayhew,Kenny Baker,Frank Oz,Alec Guinness,Jeremy Bulloch,John Hollis,Jack Purvis,Des Webb,Clive Revill"
15,Ma Trận,"The Matrix is a movie starring Keanu Reeves, Laurence Fishburne, and Carrie-Anne Moss. When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the...","Action,Sci-Fi",8.6,https://www.imdb.com/video/imdb/vi1032782617,R,"Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Hugo Weaving,Gloria Foster,Joe Pantoliano,Marcus Chong,Julian Arahanga,Matt Doran,Belinda McClory,Anthony Ray Parker,Paul Goddard,Robert Taylor,David Aston,Marc Aden Gray"
16,Goodfellas,"Goodfellas is a movie starring Robert De Niro, Ray Liotta, and Joe Pesci. The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the...","Biography,Crime,Drama",8.6,https://www.imdb.com/video/imdb/vi2673654553,R,"Robert De Niro,Ray Liotta,Joe Pesci,Lorraine Bracco,Paul Sorvino,Frank Sivero,Tony Darrow,Mike Starr,Frank Vincent,Chuck Low,Frank DiLeo,Henny Youngman,Gina Mastrogiacomo,Catherine Scorsese,Charles Scorsese"
17,Bay Trên Tổ Chim Cúc Cu,"One Flew Over the Cuckoo's Nest is a movie starring Jack Nicholson, Louise Fletcher, and Michael Berryman. A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies...",Drama,8.6,https://www.imdb.com/video/imdb/vi3943282969,R,"Michael Berryman,Peter Brocco,Dean R. Brooks,Alonzo Brown,Scatman Crothers,Mwako Cumbuka,Danny DeVito,William Duell,Josip Elic,Lan Fendors,Louise Fletcher,Nathan George,Ken Kenny,Mel Lambert,Sydney Lassick"
18,Shichinin no samurai,"Shichinin no samurai is a movie starring Toshirô Mifune, Takashi Shimura, and Keiko Tsushima. A poor village under attack by bandits recruits seven unemployed samurai to help them defend themselves.","Action,Adventure,Drama",8.6,,Not Rated,"Toshirô Mifune,Takashi Shimura,Keiko Tsushima,Yukiko Shimazaki,Kamatari Fujiwara,Daisuke Katô,Isao Kimura,Minoru Chiaki,Seiji Miyaguchi,Yoshio Kosugi,Bokuzen Hidari,Yoshio Inaba,Yoshio Tsuchiya,Kokuten Kôdô,Eijirô Tôno"
19,Se7en,"Se7en is a movie starring Morgan Freeman, Brad Pitt, and Kevin Spacey. Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.","Crime,Drama,Mystery,Thriller",8.6,https://www.imdb.com/video/imdb/vi2508831257,R,"Morgan Freeman,Andrew Kevin Walker,Daniel Zacapa,Brad Pitt,Gwyneth Paltrow,John Cassini,Bob Mack,Peter Crombie,Reg E. Cathey,R. Lee Ermey,George Christy,Endre Hules,Hawthorne James,William Davidson,Bob Collins"
20,La vita è bella,"La vita è bella is a movie starring Roberto Benigni, Nicoletta Braschi, and Giorgio Cantarini. When an open-minded Jewish librarian and his son become victims of the Holocaust, he uses a perfect mixture of will, humor, and...","Comedy,Drama,Romance,War",8.6,https://www.imdb.com/video/imdb/vi2332801561,PG-13,"Roberto Benigni,Nicoletta Braschi,Giorgio Cantarini,Giustino Durano,Sergio Bini Bustric,Marisa Paredes,Horst Buchholz,Lidia Alfonsi,Giuliana Lojodice,Amerigo Fontani,Pietro De Silva,Francesco Guzzo,Raffaella Lebboroni,Claudio Alfonsi,Gil Baroni"
21,Cidade de Deus,"Cidade de Deus is a movie starring Alexandre Rodrigues, Leandro Firmino, and Matheus Nachtergaele. In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.","Crime,Drama",8.6,https://www.imdb.com/video/imdb/vi1783208985,R,"Alexandre Rodrigues,Leandro Firmino,Phellipe Haagensen,Douglas Silva,Jonathan Haagensen,Matheus Nachtergaele,Seu Jorge,Jefechander Suplino,Alice Braga,Emerson Gomes,Edson Oliveira,Michel Gomes,Roberta Rodrigues,Luis Otávio,Kiko Marques"
22,Sự Im Lặng Của Bầy Cừu,"The Silence of the Lambs is a movie starring Jodie Foster, Anthony Hopkins, and Lawrence A. Bonney. A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer,...","Crime,Drama,Thriller",8.6,https://www.imdb.com/video/imdb/vi3377380121,R,"Jodie Foster,Lawrence A. Bonney,Kasi Lemmons,Lawrence T. Wrentz,Scott Glenn,Anthony Heald,Frankie Faison,Don Brockett,Frank Seals Jr.,Stuart Rudin,Anthony Hopkins,Maria Skorobogatov,Jeffrie Lane,Leib Lensky,George 'Red' Schwartz"
23,It's a Wonderful Life,"It's a Wonderful Life is a movie starring James Stewart, Donna Reed, and Lionel Barrymore. An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never...","Drama,Family,Fantasy",8.6,https://www.imdb.com/video/imdb/vi1101988121,PG,"James Stewart,Donna Reed,Lionel Barrymore,Thomas Mitchell,Henry Travers,Beulah Bondi,Frank Faylen,Ward Bond,Gloria Grahame,H.B. Warner,Frank Albertson,Todd Karns,Samuel S. Hinds,Mary Treen,Virginia Patton"
24,Star Wars: Niềm Hi Vọng Mới,"Star Wars is a movie starring Mark Hamill, Harrison Ford, and Carrie Fisher. Luke Skywalker joins forces with a Jedi Knight, a cocky pilot, a Wookiee and two droids to save the galaxy from the Empire's world-destroying battle...","Action,Adventure,Fantasy,Sci-Fi",8.6,https://www.imdb.com/video/imdb/vi1317709849,PG,"Mark Hamill,Harrison Ford,Carrie Fisher,Peter Cushing,Alec Guinness,Anthony Daniels,Kenny Baker,Peter Mayhew,David Prowse,Phil Brown,Shelagh Fraser,Jack Purvis,Alex McCrindle,Eddie Byrne,Drewe Henley"
25,Giải Cứu Binh Nhì Ryan,"Saving Private Ryan is a movie starring Tom Hanks, Matt Damon, and Tom Sizemore. Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.","Drama,War",8.5,https://www.imdb.com/video/imdb/vi1701906201,R,"Tom Hanks,Tom Sizemore,Edward Burns,Barry Pepper,Adam Goldberg,Vin Diesel,Giovanni Ribisi,Jeremy Davies,Matt Damon,Ted Danson,Paul Giamatti,Dennis Farina,Joerg Stadler,Max Martini,Dylan Bruno"
26,Vùng Đất Linh Hồn,"Sen to Chihiro no kamikakushi is a movie starring Daveigh Chase, Suzanne Pleshette, and Miyu Irino. During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and...","Animation,Adventure,Family,Fantasy,Mystery",8.5,https://www.imdb.com/video/imdb/vi3619684633,PG,"Rumi Hiiragi,Miyu Irino,Mari Natsuki,Takashi Naitô,Yasuko Sawaguchi,Tatsuya Gashûin,Ryûnosuke Kamiki,Yumi Tamai,Yô Ôizumi,Koba Hayashi,Tsunehiko Kamijô,Takehiko Ono,Bunta Sugawara,Shigeru Wakita,Shirô Saitô"
27,The Green Mile,"The Green Mile is a movie starring Tom Hanks, Michael Clarke Duncan, and David Morse. The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.","Crime,Drama,Fantasy,Mystery",8.5,https://www.imdb.com/video/imdb/vi552796441,R,"Tom Hanks,David Morse,Bonnie Hunt,Michael Clarke Duncan,James Cromwell,Michael Jeter,Graham Greene,Doug Hutchison,Sam Rockwell,Barry Pepper,Jeffrey DeMunn,Patricia Clarkson,Harry Dean Stanton,Dabbs Greer,Eve Brent"
28,Hố Đen Tử Thần,"Interstellar is a movie starring Matthew McConaughey, Anne Hathaway, and Jessica Chastain. A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.","Adventure,Drama,Sci-Fi",8.5,https://www.imdb.com/video/imdb/vi1586278169,PG-13,"Ellen Burstyn,Matthew McConaughey,Mackenzie Foy,John Lithgow,Timothée Chalamet,David Oyelowo,Collette Wolfe,Francis X. McCarthy,Bill Irwin,Anne Hathaway,Andrew Borba,Wes Bentley,William Devane,Michael Caine,David Gyasi"
29,Ký Sinh Trùng,"Gisaengchung is a movie starring Song Kang-Ho, Lee Sun-kyun, and Cho Yeo-jeong. Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.","Comedy,Drama,Thriller",8.5,https://www.imdb.com/video/imdb/vi1015463705,R,"Song Kang-Ho,Lee Sun-kyun,Cho Yeo-jeong,Choi Woo-sik,Park So-dam,Lee Jeong-eun,Jang Hye-Jin,Myeong-hoon Park,Ji-so Jung,Jung Hyun-jun,Park Keun-rok,Jeong Esuz,Jo Jae-Myeong,Jung Ik-han,Kyu-Baek Kim"
30,Léon,"Léon is a movie starring Jean Reno, Gary Oldman, and Natalie Portman. Mathilda, a 12-year-old girl, is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes...","Action,Crime,Drama,Thriller",8.5,https://www.imdb.com/video/imdb/vi2744254745,R,"Jean Reno,Gary Oldman,Natalie Portman,Danny Aiello,Peter Appel,Willi One Blood,Don Creech,Keith A. Glascoe,Randolph Scott,Michael Badalucco,Ellen Greene,Elizabeth Regen,Carl J. Matusovich,Frank Senger,Lucius Wyatt Cherokee"
31,Kẻ Chủ Mưu,"The Usual Suspects is a movie starring Kevin Spacey, Gabriel Byrne, and Chazz Palminteri. A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly...","Crime,Mystery,Thriller",8.5,https://www.imdb.com/video/imdb/vi2717188377,R,"Stephen Baldwin,Gabriel Byrne,Benicio Del Toro,Kevin Pollak,Kevin Spacey,Chazz Palminteri,Pete Postlethwaite,Suzy Amis,Giancarlo Esposito,Dan Hedaya,Paul Bartel,Carl Bressler,Phillipe Simon,Jack Shearer,Christine Estabrook"
32,Seppuku,"Seppuku is a movie starring Tatsuya Nakadai, Akira Ishihama, and Shima Iwashita. When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their...","Action,Drama,Mystery",8.5,,Not Rated,"Tatsuya Nakadai,Akira Ishihama,Shima Iwashita,Tetsurô Tanba,Masao Mishima,Ichirô Nakatani,Kei Satô,Yoshio Inaba,Hisashi Igawa,Tôru Takeuchi,Yoshirô Aoki,Tatsuo Matsumura,Akiji Kobayashi,Kôichi Hayashi,Ryûtarô Gomi"
33,Vua Sư Tử,"The Lion King is a movie starring Matthew Broderick, Jeremy Irons, and James Earl Jones. Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.","Animation,Adventure,Drama,Family,Musical",8.5,https://www.imdb.com/video/imdb/vi3764362265,G,"Rowan Atkinson,Matthew Broderick,Niketa Calame-Harris,Jim Cummings,Whoopi Goldberg,Robert Guillaume,Jeremy Irons,James Earl Jones,Moira Kelly,Nathan Lane,Zoe Leader,Cheech Marin,Ernie Sabella,Madge Sinclair,Jonathan Taylor Thomas"
34,Nghệ Sĩ Dương Cầm,"The Pianist is a movie starring Adrien Brody, Thomas Kretschmann, and Frank Finlay. A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.","Biography,Drama,Music,War",8.5,https://www.imdb.com/video/imdb/vi988938521,R,"Adrien Brody,Emilia Fox,Michal Zebrowski,Ed Stoppard,Maureen Lipman,Frank Finlay,Jessica Kate Meyer,Julia Rayner,Wanja Mues,Richard Ridings,Nomi Sharron,Anthony Milner,Lucy Skeaping,Roddy Skeaping,Ben Harlan"
35,Trở Lại Tương Lai,"Back to the Future is a movie starring Michael J. Fox, Christopher Lloyd, and Lea Thompson. Marty McFly, a 17-year-old high school student, is accidentally sent thirty years into the past in a time-traveling DeLorean invented by his...","Adventure,Comedy,Sci-Fi",8.5,https://www.imdb.com/video/imdb/vi252380953,PG,"Michael J. Fox,Christopher Lloyd,Lea Thompson,Crispin Glover,Thomas F. Wilson,Claudia Wells,Marc McClure,Wendie Jo Sperber,George DiCenzo,Frances Lee McCain,James Tolkan,J.J. Cohen,Casey Siemaszko,Billy Zane,Harry Waters Jr."
36,Kẻ Hủy Diệt 2: Ngày Phán Xét,"Terminator 2: Judgment Day is a movie starring Arnold Schwarzenegger, Linda Hamilton, and Edward Furlong. A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her teenage son, John Connor, from a more...","Action,Sci-Fi",8.5,https://www.imdb.com/video/imdb/vi2748889369,R,"Arnold Schwarzenegger,Linda Hamilton,Edward Furlong,Robert Patrick,Earl Boen,Joe Morton,S. Epatha Merkerson,Castulo Guerra,Danny Cooksey,Jenette Goldstein,Xander Berkeley,Leslie Hamilton Gearren,Ken Gibbel,Robert Winley,Peter Schrum"
37,American History X,"American History X is a movie starring Edward Norton, Edward Furlong, and Beverly D'Angelo. A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did.",Drama,8.5,https://www.imdb.com/video/imdb/vi854001177,R,"Edward Norton,Edward Furlong,Beverly D'Angelo,Jennifer Lien,Ethan Suplee,Fairuza Balk,Avery Brooks,Elliott Gould,Stacy Keach,William Russ,Guy Torry,Joe Cortese,Jason Bose Smith,Antonio David Lyons,Alex Sol"
38,Modern Times,"Modern Times is a movie starring Charles Chaplin, Paulette Goddard, and Henry Bergman. The Tramp struggles to live in modern industrial society with the help of a young homeless woman.","Comedy,Drama,Family,Romance",8.5,,G,"Charles Chaplin,Paulette Goddard,Henry Bergman,Tiny Sandford,Chester Conklin,Hank Mann,Stanley Blystone,Al Ernest Garcia,Richard Alexander,Cecil Reynolds,Mira McKinney,Murdock MacQuarrie,Wilfred Lucas,Edward LeSaint,Fred Malatesta"
39,Psycho,"Psycho is a movie starring Anthony Perkins, Janet Leigh, and Vera Miles. A Phoenix secretary embezzles $40,000 from her employer's client, goes on the run, and checks into a remote motel run by a young man under the domination of...","Horror,Mystery,Thriller",8.5,https://www.imdb.com/video/imdb/vi607099161,R,"Anthony Perkins,Vera Miles,John Gavin,Janet Leigh,Martin Balsam,John McIntire,Simon Oakland,Frank Albertson,Patricia Hitchcock,Vaughn Taylor,Lurene Tuttle,John Anderson,Mort Mills"
40,Gladiator,"Gladiator is a movie starring Russell Crowe, Joaquin Phoenix, and Connie Nielsen. A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.","Action,Adventure,Drama",8.5,https://www.imdb.com/video/imdb/vi2628367897,R,"Russell Crowe,Joaquin Phoenix,Connie Nielsen,Oliver Reed,Richard Harris,Derek Jacobi,Djimon Hounsou,David Schofield,John Shrapnel,Tomas Arana,Ralf Moeller,Spencer Treat Clark,David Hemmings,Tommy Flanagan,Sven-Ole Thorsen"
41,Ánh Sáng Đô Thị,"City Lights is a movie starring Charles Chaplin, Virginia Cherrill, and Florence Lee. With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to...","Comedy,Drama,Romance",8.5,,G,"Virginia Cherrill,Florence Lee,Harry Myers,Al Ernest Garcia,Hank Mann,Charles Chaplin"
42,Điệp Vụ Boston,"The Departed is a movie starring Leonardo DiCaprio, Matt Damon, and Jack Nicholson. An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.","Crime,Drama,Thriller",8.5,https://www.imdb.com/video/imdb/vi2760573209,R,"Leonardo DiCaprio,Matt Damon,Jack Nicholson,Mark Wahlberg,Martin Sheen,Ray Winstone,Vera Farmiga,Anthony Anderson,Alec Baldwin,Kevin Corrigan,James Badge Dale,David O'Hara,Mark Rolston,Robert Wahlberg,Kristen Dalton"
43,The Intouchables,"Intouchables is a movie starring François Cluzet, Omar Sy, and Anne Le Ny. After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.","Biography,Comedy,Drama",8.5,https://www.imdb.com/video/imdb/vi59285529,R,"François Cluzet,Omar Sy,Anne Le Ny,Audrey Fleurot,Joséphine de Meaux,Clotilde Mollet,Alba Gaïa Bellugi,Cyril Mendy,Salimata Kamate,Absa Diatou Toure,Grégoire Oestermann,Dominique Daguier,François Caron,Christian Ameri,Thomas Solivérès"
44,Whiplash,"Whiplash is a movie starring Miles Teller, J.K. Simmons, and Melissa Benoist. A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing...","Drama,Music",8.5,https://www.imdb.com/video/imdb/vi4006456345,R,"Miles Teller,J.K. Simmons,Paul Reiser,Melissa Benoist,Austin Stowell,Nate Lang,Chris Mulkey,Damon Gupton,Suanne Spoke,Max Kasch,Charlie Ian,Jayson Blair,Kofi Siriboe,Kavita Patil,C.J. Vana"
45,Ảo Thuật Gia Đấu Trí,"The Prestige is a movie starring Christian Bale, Hugh Jackman, and Scarlett Johansson. After a tragic accident, two stage magicians engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit...","Drama,Mystery,Sci-Fi,Thriller",8.5,https://www.imdb.com/video/imdb/vi2885334553,PG-13,"Hugh Jackman,Christian Bale,Michael Caine,Piper Perabo,Rebecca Hall,Scarlett Johansson,Samantha Mahurin,David Bowie,Andy Serkis,Daniel Davis,Jim Piddock,Christopher Neame,Mark Ryan,Roger Rees,Jamie Harris"
46,Mộ Đom Đóm,"Hotaru no haka is a movie starring Tsutomu Tatsumi, Ayano Shiraishi, and Akemi Yamaguchi. A young boy and his little sister struggle to survive in Japan during World War II.","Animation,Drama,War",8.5,https://www.imdb.com/video/imdb/vi1377679385,Not Rated,"Tsutomu Tatsumi,Ayano Shiraishi,Yoshiko Shinohara,Akemi Yamaguchi,Tadashi Nakamura,Marcy Bannor,Shelley Calene-Black,Luci Christian,Shannon Conley,Justin Doran,Crispin Freeman,Adam Gibbs,Dan Green,Amy Jones,Susan O. Koozin"
47,Once Upon a Time in the West,"C'era una volta il West is a movie starring Henry Fonda, Charles Bronson, and Claudia Cardinale. A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin...",Western,8.4,https://www.imdb.com/video/imdb/vi239075865,PG-13,"Claudia Cardinale,Henry Fonda,Jason Robards,Charles Bronson,Gabriele Ferzetti,Paolo Stoppa,Woody Strode,Jack Elam,Keenan Wynn,Frank Wolff,Lionel Stander"
48,Hamilton,"Hamilton is a movie starring Lin-Manuel Miranda, Phillipa Soo, and Leslie Odom Jr.. The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from...","Biography,Drama,History,Musical",8.4,https://www.imdb.com/video/imdb/vi3591880217,PG-13,"Daveed Diggs,Renée Elise Goldsberry,Jonathan Groff,Chris Jackson,Jasmine Cephas Jones,Lin-Manuel Miranda,Leslie Odom Jr.,Okieriete Onaodowan,Anthony Ramos,Phillipa Soo,Carleigh Bettiol,Ariana DeBose,Hope Easterbrook,Sydney James Harcourt,Sasha Hutchings"
49,Casablanca,"Casablanca is a movie starring Humphrey Bogart, Ingrid Bergman, and Paul Henreid. A cynical American expatriate struggles to decide whether or not he should help his former lover and her fugitive husband escape French Morocco.","Drama,Romance,War",8.4,https://www.imdb.com/video/imdb/vi6095897,PG,"Humphrey Bogart,Ingrid Bergman,Paul Henreid,Claude Rains,Conrad Veidt,Sydney Greenstreet,Peter Lorre,S.Z. Sakall,Madeleine Lebeau,Dooley Wilson,Joy Page,John Qualen,Leonid Kinskey,Curt Bois"
